n_by_p,precision_mean,precision_min,precision_max,recall_mean,recall_min,recall_max,F1_mean,F1_min,F1_max
0.25,0.8589901424989839,0.8577345482724528,0.8603260578109079,0.5388505789393917,0.5386320509160524,0.5392533879662127,0.6622602590912283,0.6619065798569911,0.6629095187960612
0.5,0.9783585956403493,0.9779258382888631,0.978823897403816,0.5263946053190436,0.5240501653711197,0.5283126563365622,0.6844996548144232,0.682556690210142,0.6860244588319927
1.0,0.9529203202315824,0.9527759586698684,0.9529871011541072,0.6612749206545623,0.6596662007174495,0.662646340436284,0.7807504629113325,0.7796299797971756,0.7817256865784349
5.0,0.9150859017755764,0.914418484574674,0.9154916546389844,0.834553575059893,0.8333839252588621,0.8360957021699911,0.872965874666806,0.8723543222298716,0.8735049058465008
10.0,0.9194628283084123,0.9191313417268868,0.919883738262036,0.8316175873346836,0.8306190572526806,0.8325660612805855,0.87333664659321,0.8727900797165633,0.8740495516627866
15.0,0.9201521939964772,0.919460206062416,0.9208369887816624,0.8307377566450767,0.8298499915725602,0.8315409769746822,0.8731617819125187,0.8726128760689441,0.8739138522041825
20.0,0.9200156940317527,0.9198541783510936,0.9202922927412724,0.8300339336492536,0.829596034529269,0.830473043595536,0.8727114965922237,0.8724168195962659,0.8729351293867423
25.0,0.9200516344628664,0.919701754713808,0.9202153512543464,0.8296714784879878,0.8289895141441047,0.8304696062726583,0.8725272145284553,0.8721809845602646,0.8730047593303258
30.0,0.9201612631470135,0.9199461319766572,0.9203135816790464,0.8295772615688911,0.8291720754589746,0.8300709793805743,0.8725244666114398,0.8722036513242478,0.8728349318347014
