rd_seed,L,p,N,Lamb1,Lamb2,Recall,Precision,F1 score, max Error, norm Error, BIC,runtime
1996,10,250,5000,1,1,0,NA,NA,0.385738645854353,0.212868045338849,12507292.2522314,7.856
1996,10,250,5000,0.70170382867,1,0,NA,NA,0.385738645854353,0.212868045338849,12507292.2522314,7.846
1996,10,250,5000,0.492388263171,1,0,NA,NA,0.385738645854353,0.212868045332794,12507292.2522322,8.406
1996,10,250,5000,0.345510729459,1,0,NA,NA,0.385738645854353,0.212868045340062,12507292.2522551,24.61
1996,10,250,5000,0.242446201708,1,0.00096673870119072,1,0.00193159791224286,0.3864961805584,0.21305725562328,12537046.4245235,79.571
1996,10,250,5000,0.170125427985,1,0.00612503578504023,0.95,0.0121710833972005,0.425321702889116,0.219893219709727,12693451.1319491,190.058
1996,10,250,5000,0.119377664171,1,0.0154716631302776,0.96,0.0304494571695255,0.474182122086454,0.233127896154305,12972242.1441336,204.665
1996,10,250,5000,0.0837677640068,1,0.030797085237831,0.955,0.0596581336433437,0.511372870477897,0.249922140192768,13449859.2393451,218.364
1996,10,250,5000,0.041246263829,1,0.056593375905083,0.924736842105263,0.106621357191202,0.55734765249832,0.27987497909066,14321935.3331979,2711.38
1996,10,250,5000,0.00242446201708,1,0.664853577678255,0.11311243119516,0.193174263769641,0.601419013771519,0.323882524894155,197409061.057572,2632.21
1996,10,250,5000,0.00170125427985,1,0.757600900702071,0.108047499429093,0.188986399135048,0.602432716774126,0.326014276990582,233167981.048314,2680.125
1996,10,250,5000,0.020309176209,1,0.0895830973136592,0.833233532934132,0.161680765464602,0.580779838643741,0.299784665622545,15757818.1620809,2863.432
1996,10,250,5000,0.00345510729459,1,0.532576356287035,0.119671658986175,0.195235990833093,0.60009825386694,0.32136279470476,152424052.875988,2786.701
1996,10,250,5000,0.0587801607227,1,0.0416456934297726,0.95,0.0797724908179712,0.538150581595287,0.266201143805409,13791576.2945016,3027.929
1996,10,250,5000,0.01,1,0.159873368372635,0.389201877934272,0.226339696846731,0.59252810822418,0.311396498403887,25270317.151694,2898.109
1996,10,250,5000,0.00492388263171,1,0.388160110031589,0.137321388069857,0.202613497799578,0.598335302322157,0.318492873355581,101299131.108845,2887.56
1996,10,250,5000,0.0289426612472,1,0.0740229617257655,0.86390977443609,0.136297032683515,0.571046418264283,0.291074055777309,15078355.8672819,3037.088
1996,10,250,5000,0.00119377664171,1,0.832319625036642,0.105766257019614,0.187559109574269,0.603209869315038,0.327745603036963,260184360.890376,3017.865
1996,10,250,5000,0.0070170382867,1,0.250587568912286,0.191795627609924,0.216934440298819,0.595946344157645,0.315256965568867,53432349.7755373,3108.798
1996,10,250,5000,0.000837677640068,1,0.88384540762284,0.104374621899577,0.186585151408404,0.603796972113859,0.329096934912454,279082990.329087,3137.695
1996,10,250,5000,0.00041246263829,1,0.945348862057214,0.102506596306069,0.184850095305336,0.604560691842555,0.33088102330332,302842866.315263,3087.897
1996,10,250,5000,0.000587801607227,1,0.917618296104093,0.102982500269503,0.18507158483118,0.604237339839374,0.330121055180401,293010092.849606,3143.984
1996,10,250,5000,4.92388263171e-05,1,0.993436838969583,0.10075329566855,0.182850970664474,0.605281128183689,0.33257331811115,322952428.462895,2918.24
1996,10,250,5000,7.0170382867e-05,1,0.990764019098249,0.100847291924656,0.182960031643856,0.605237622215299,0.332471245501581,321822893.396339,3067.355
1996,10,250,5000,0.014251026703,1,0.118180345080495,0.746747967479675,0.203907632209473,0.587667693561947,0.306413925201353,17347165.057339,3471.919
1996,10,250,5000,5.87801607227e-06,1,0.997338291325649,0.10039316790203,0.182323457149487,0.605371922505805,0.332786612104845,325292184.386238,2838.73
1996,10,250,5000,1e-04,1,0.987831804077858,0.101034776344227,0.183217961500673,0.605175892031608,0.332326792114807,320330296.446965,3178.489
1996,10,250,5000,0.00014251026703,1,0.980387194622897,0.101039363843337,0.183095869209918,0.605088364367532,0.33212281536845,318000638.902547,3233.675
1996,10,250,5000,0.00020309176209,1,0.973514628803264,0.101444585307266,0.183638844735252,0.604965883530597,0.331836372083385,314642311.189823,3283.093
1996,10,250,5000,8.37677640068e-06,1,0.99698840551204,0.100399780765387,0.182328488953302,0.605366662611463,0.33277425226729,325161077.205461,2932.932
1996,10,250,5000,0.000289426612472,1,0.963063750652189,0.101986777419902,0.184336194163984,0.604796194693183,0.331436012760195,309811582.96758,3422.641
1996,10,250,5000,3.45510729459e-05,1,0.993786815784117,0.100537651821862,0.182501690596556,0.605311773278852,0.332645285005022,323728984.643248,3244.226
1996,10,250,5000,2.42446201708e-05,1,0.995847355916308,0.100546289113008,0.182550800965963,0.605333350441418,0.332695963468455,324344179.122829,3278.559
1996,10,250,5000,1.19377664171e-05,1,0.996698924678048,0.100429046098261,0.182371880014227,0.605359175650865,0.332756656292092,324979544.225122,3261.491
1996,10,250,5000,1.4251026703e-06,1,0.997970117320443,0.100383215792355,0.182317665879272,0.605381311824126,0.332808656868144,325524143.296983,3313.091
1996,10,250,5000,2.0309176209e-06,1,0.997970117320443,0.100396148024091,0.182338996222352,0.605380033988159,0.332805656322003,325483802.6112,3331.947
1996,10,250,5000,1.70125427985e-05,1,0.996238433695038,0.100481141823818,0.182450007555207,0.605348519937625,0.332731608649298,324666904.133453,3621.396
1996,10,250,5000,2.89426612472e-06,1,0.997876659334589,0.100405888606127,0.18235348684854,0.605378213212325,0.332801380974049,325423291.584565,3409.012
1996,10,250,5000,1e-06,1,0.997970117320443,0.100379983254975,0.182312334073292,0.605382208586078,0.332810762642839,325534228.468315,3688.96
1996,10,250,5000,4.1246263829e-06,1,0.997618205494081,0.100389819587629,0.182322650580409,0.605375618955764,0.332795289747623,325393036.080212,3803.391
