rand_seed,t,p,n,nu_0,mu,gamma,bic value,precision,recall,F1,Time(min)
1997,100,250,5000.0,0.005,0.0001,1,124579336.37520796,0.9424616410940627,0.2306530612244898,0.370605981112277,5.469720375351608
1997,100,250,5000.0,0.001,0.0001,1,123879650.28317778,0.6209207205639196,0.8736734693877551,0.7259254234988893,7.998835439747199
1997,100,250,5000.0,0.005,0.001,1,124569978.54489219,0.9894736842105263,0.14195918367346938,0.24829555595216848,5.3942314647759
1997,100,250,5000.0,0.0005,0.0001,1,125453523.4257604,0.24168761335072703,0.9301224489795918,0.3836783486408445,10.960293880927686
1997,100,250,5000.0,0.0001,0.0001,1,144686485.97754824,0.031086495870932818,0.9610612244897959,0.06022495475966672,12.421733297935377
1997,100,250,5000.0,0.001,0.001,1,123429822.67563719,0.9402609904802652,0.7175918367346938,0.8139728691143109,8.782981032117581
1997,100,250,5000.0,0.0005,0.001,1,123403099.60945444,0.9133683919180736,0.8081632653061225,0.857551214864221,6.990417850824694
1997,100,250,5000.0,0.0001,0.001,1,123513219.16585064,0.7800300025611943,0.8701632653061224,0.8226351025448091,10.076279427747552
1997,100,250,5000.0,0.005,0.0002,1,124567841.62547977,0.9568508705526116,0.2063673469387755,0.3395111469245232,4.78968724066702
1997,100,250,5000.0,0.001,0.0002,1,123669368.38977562,0.7499179999271111,0.8398775510204082,0.7923525674348755,5.631483874718348
1997,100,250,5000.0,0.0005,0.0002,1,124118140.28812811,0.46502962172119994,0.9066938775510204,0.6147587485643914,9.02952200800258
1997,100,250,5000.0,0.005,0.0005,1,124562188.2720343,0.9733831426570161,0.17016326530612244,0.2896848834381406,4.782174589232697
1997,100,250,5000.0,0.001,0.0005,1,123505793.9783537,0.8786042240587695,0.7810612244897959,0.8269662921348313,5.317464347350566
1997,100,250,5000.0,0.0001,0.0002,1,132330379.90630688,0.06819561233449026,0.944734693877551,0.1272086747676598,11.43142572689879
1997,100,250,5000.0,0.0005,0.0005,1,123521961.65814853,0.8039185789433559,0.8608163265306122,0.8313951196436316,7.570232950185892
1997,100,250,5000.0,0.0001,0.0005,1,124591776.84260948,0.3276450010288973,0.9098367346938776,0.48179047701385436,11.473884165034784
