rd_seed,n/p,p,lambda(thest),mu0(sparsity),gamma,bic,recall,precision,f1,max_error,norm_error,time (mins)
1337,20,2000,1.000000e-04,1.000000e-04,1.000000e+00,1756435329.063,0.731,0.007,0.014,93.211,0.910,25.962 
1337,20,2000,5.000000e-04,1.000000e-04,1.000000e+00,1598614508.836,0.201,0.942,0.331,93.211,0.912,22.102 
1337,20,2000,1.000000e-03,1.000000e-04,1.000000e+00,1605883101.074,0.031,0.978,0.059,93.211,0.912,21.701 
1337,20,2000,5.000000e-03,1.000000e-04,1.000000e+00,1606800743.953,0.000,NaN,NaN,93.211,0.912,22.068 
1337,20,2000,1.000000e-04,2.000000e-04,1.000000e+00,1746294183.418,0.729,0.007,0.015,93.219,0.911,21.940 
1337,20,2000,5.000000e-04,2.000000e-04,1.000000e+00,1598019445.937,0.198,0.941,0.327,93.219,0.912,22.070 
1337,20,2000,1.000000e-03,2.000000e-04,1.000000e+00,1605172821.534,0.030,0.978,0.058,93.219,0.913,22.255 
1337,20,2000,5.000000e-03,2.000000e-04,1.000000e+00,1606039704.962,0.000,NaN,NaN,93.219,0.913,21.186 
1337,20,2000,1.000000e-04,5.000000e-04,1.000000e+00,1700558029.516,0.727,0.010,0.020,93.237,0.912,21.244 
1337,20,2000,5.000000e-04,5.000000e-04,1.000000e+00,1596798679.295,0.191,0.941,0.317,93.237,0.913,22.734 
1337,20,2000,1.000000e-03,5.000000e-04,1.000000e+00,1603668680.631,0.028,0.977,0.055,93.237,0.914,22.657 
1337,20,2000,5.000000e-03,5.000000e-04,1.000000e+00,1604421982.562,0.000,NaN,NaN,93.237,0.914,21.692 
1337,20,2000,1.000000e-04,1.000000e-03,1.000000e+00,1622057695.233,0.726,0.031,0.059,93.258,0.913,20.572 
1337,20,2000,5.000000e-04,1.000000e-03,1.000000e+00,1595856805.550,0.187,0.941,0.311,93.258,0.914,20.848 
1337,20,2000,1.000000e-03,1.000000e-03,1.000000e+00,1602377364.418,0.022,0.978,0.044,93.258,0.915,22.396 
1337,20,2000,5.000000e-03,1.000000e-03,1.000000e+00,1603017231.293,0.000,NaN,NaN,93.258,0.915,21.803 
1337,20,2000,1.000000e-04,1.000000e-02,1.000000e+00,1587551573.915,0.572,0.526,0.548,93.384,0.917,25.215 
1337,20,2000,5.000000e-04,1.000000e-02,1.000000e+00,1596757677.366,0.123,0.941,0.217,93.384,0.918,21.600 
1337,20,2000,1.000000e-03,1.000000e-02,1.000000e+00,1600824622.307,0.007,0.973,0.014,93.384,0.918,21.580 
1337,20,2000,5.000000e-03,1.000000e-02,1.000000e+00,1600973859.016,0.000,NaN,NaN,93.384,0.918,19.768 
